Link,Price,Address,Bedrooms,Bathrooms,Size,Lot
https://www.realtor.com/realestateandhomes-detail/1097-Onnontioga-St_South-Lake-Tahoe_CA_96150_M27052-29126,"$845,999 ","1097 Onnontioga St, South Lake Tahoe, CA 96150",4bed,2bath,"1,512sqft",0.23acre lot
https://www.realtor.com/realestateandhomes-detail/Plan-1811-A_Heartland-at-Independence_604-Independence-Avenue_LINCOLN_CA_95648_P417000629597,"From$498,990","Heartland at Independence 604 Independence Avenue, LINCOLN, CA 95648",4bed,2.5bath,"1,811sqft",None
https://www.realtor.com/realestateandhomes-detail/13600-Marina-Pointe-Dr-Unit-1008_Marina-del-Rey_CA_90292_M21764-46283,"$1,575,000 ","13600 Marina Pointe Dr Unit 1008, Marina del Rey, CA 90292",2bed,2.5bath,"1,860sqft",2.82acre lot
https://www.realtor.com/realestateandhomes-detail/10385-Calvert-Dr_Cupertino_CA_95014_M20803-40350,"$2,568,800 ","10385 Calvert Dr, Cupertino, CA 95014",3bed,3bath,"1,820sqft","4,938sqft lot"
https://www.realtor.com/realestateandhomes-detail/Campbell_East-Lawrence-Station_2961-Corvin-Dr_Santa-Clara_CA_95051_P417000620544,"From$1,304,995","East Lawrence Station 2961 Corvin Dr, Santa Clara, CA 95051",2bed,2bath,"1,440sqft",None
https://www.realtor.com/realestateandhomes-detail/Mateo_East-Lawrence-Station_2961-Corvin-Dr_Santa-Clara_CA_95051_P417000620543,"From$1,204,995","East Lawrence Station 2961 Corvin Dr, Santa Clara, CA 95051",2bed,2.5bath,"1,205sqft",None
https://www.realtor.com/realestateandhomes-detail/PLAN-2_The-Hideaway_28831-Hideaway-Street_Hayward_CA_94544_P417000599375,"From$966,000","The Hideaway 28831 Hideaway Street, Hayward, CA 94544",4bed,3.5bath,"1,969sqft",None
https://www.realtor.com/realestateandhomes-detail/Westfield_East-Lawrence-Station_2961-Corvin-Dr_Santa-Clara_CA_95051_P417000620546,"From$1,704,995","East Lawrence Station 2961 Corvin Dr, Santa Clara, CA 95051",4bed,3.5bath,"2,154sqft",None
https://www.realtor.com/realestateandhomes-detail/1196-Vista-Montana_San-Jacinto_CA_92582_M94803-20102,"$395,000 ","1196 Vista Montana, San Jacinto, CA 92582",3bed,2bath,"1,558sqft",0.25acre lot
https://www.realtor.com/realestateandhomes-detail/Basil_Aspire-at-Garden-Glen_Jasmine-Drive-Luther-Road_Live-Oak_CA_95953_P417000583794,"From$412,951","Aspire at Garden Glen Jasmine Drive & Luther Road, Live Oak, CA 95953",3bed,2bath,"1,951sqft",None
https://www.realtor.com/realestateandhomes-detail/1101-E-Ventura-Blvd-Spc-211_Oxnard_CA_93036_M25298-35422,"$250,000 ","1101 Ventura Blvd Spc 211, Oxnard, CA 93036",4bed,2bath,"1,566sqft","2,000sqft lot"
https://www.realtor.com/realestateandhomes-detail/4055-N-Pershing-Ave_San-Bernardino_CA_92407_M13106-68804,"$430,000 ","4055 N Pershing Ave, San Bernardino, CA 92407",4bed,2.5bath,"1,608sqft",0.23acre lot
https://www.realtor.com/realestateandhomes-detail/4281-Adam-Rd_Simi-Valley_CA_93063_M23854-91926,"$399,950 ","4281 Adam Rd, Simi Valley, CA 93063",2bed,1bath,724sqft,0.46acre lot
https://www.realtor.com/realestateandhomes-detail/27072-Comet-View-Ct_Romoland_CA_92585_M15663-60432,"$467,000 ","27072 Comet View Ct, Menifee, CA 92585",4bed,2bath,"2,205sqft","8,276sqft lot"
https://www.realtor.com/realestateandhomes-detail/215-E-18th-St_Marysville_CA_95901_M26747-56407,"$340,000 ","215-217 E 18th St, Marysville, CA 95901",5bed,3.5bath,None,None
https://www.realtor.com/realestateandhomes-detail/273-Count-Turf-Ct_Perris_CA_92571_M12327-50090,"$380,000 ","273 Count Turf Ct, Perris, CA 92571",3bed,2bath,"1,217sqft","6,098sqft lot"
https://www.realtor.com/realestateandhomes-detail/258-Vail-Dr_Chico_CA_95973_M19570-87145,"$398,950 ","258 Vail Dr, Chico, CA 95973",3bed,2bath,"1,306sqft","4,791sqft lot"
https://www.realtor.com/realestateandhomes-detail/26169-Daniel-St_Highland_CA_92346_M22806-10309,"$393,000 ","26169 Daniel St, Highland, CA 92346",3bed,2bath,"1,234sqft","5,500sqft lot"
https://www.realtor.com/realestateandhomes-detail/50622-Avenida-Razon_Coachella_CA_92236_M15436-84672,"$449,900 ","50622 Avenida Razon, Coachella, CA 92236",3bed,2bath,"1,590sqft",0.25acre lot
https://www.realtor.com/realestateandhomes-detail/35066-Painted-Rock-St_Winchester_CA_92596_M26976-27943,"$619,000 ","35066 Painted Rock St, Winchester, CA 92596",4bed,3bath,"2,998sqft","7,405sqft lot"
https://www.realtor.com/realestateandhomes-detail/38160-Via-Taffia_Murrieta_CA_92563_M18738-42397,"$379,000 ","38160 Via Taffia, Murrieta, CA 92563",3bed,2bath,"1,708sqft","4,356sqft lot"
https://www.realtor.com/realestateandhomes-detail/22826-Maybrook-Way_Moreno-Valley_CA_92557_M17505-34468,"$579,000 ","22826 Maybrook Way, Moreno Valley, CA 92557",4bed,3bath,"2,361sqft","6,970sqft lot"
https://www.realtor.com/realestateandhomes-detail/Fan-Hill_K-Hovnanians-Four-Seasons-at-Terra-Lago_Golf-Center-Parkway-and-Terra-Lago-Parkway_Indio_CA_92203_P417000612687,"From$400,650","K. Hovnanian's Four Seasons at Terra Lago Golf Center Parkway and Terra Lago Parkway, Indio, CA 92203",2bed,2bath,"1,706sqft",None
https://www.realtor.com/realestateandhomes-detail/231-E-18th-St_Marysville_CA_95901_M28623-84130,"$330,000 ","231 E 18th St, Marysville, CA 95901",4bed,1bath,None,None
https://www.realtor.com/realestateandhomes-detail/6153-Sara-Ct_Riverside_CA_92509_M25021-74006,"$480,000 ","6153 Sara Ct, Jurupa Valley, CA 92509",3bed,3bath,"1,464sqft","4,356sqft lot"
https://www.realtor.com/realestateandhomes-detail/8078-Jaboneria-Rd_Bell-Gardens_CA_90201_M16308-60045,"$550,000 ","8078 Jaboneria Rd, Bell Gardens, CA 90201",3bed,2bath,"1,596sqft","9,463sqft lot"
https://www.realtor.com/realestateandhomes-detail/19-Platinum-Cir_Ladera-Ranch_CA_92694_M19174-05610,"$599,999 ","19 Platinum Cir, Ladera Ranch, CA 92694",2bed,2.5bath,"1,449sqft","2,000sqft lot"
https://www.realtor.com/realestateandhomes-detail/1228-S-Palmetto-Ave_Ontario_CA_91762_M27090-42328,"$639,900 ","1228 S Palmetto Ave, Ontario, CA 91762",4bed,2.5bath,"1,980sqft","7,259sqft lot"
https://www.realtor.com/realestateandhomes-detail/9976-Poulsen-Ave_Montclair_CA_91763_M10999-26564,"$585,000 ","9976 Poulsen Ave, Montclair, CA 91763",3bed,2bath,"1,273sqft","9,620sqft lot"
https://www.realtor.com/realestateandhomes-detail/251-W-3rd-St_Buttonwillow_CA_93206_M26327-74015,"$79,900 ","251 W 3rd St, Buttonwillow, CA 93206",2bed,1bath,672sqft,"6,098sqft lot"
https://www.realtor.com/realestateandhomes-detail/13751-Misty-Path_Victorville_CA_92392_M20146-26157,"$479,900 ","13751 Misty Path, Victorville, CA 92392",5bed,4bath,"2,850sqft","7,247sqft lot"
https://www.realtor.com/realestateandhomes-detail/13240-Country-Ct_Victorville_CA_92392_M15590-93023,"$380,000 ","13240 Country Ct, Victorville, CA 92392",3bed,2bath,"1,651sqft","7,800sqft lot"
https://www.realtor.com/realestateandhomes-detail/13554-Fern-Pine-St_Victorville_CA_92392_M23358-46351,"$465,000 ","13554 Fern Pine St, Victorville, CA 92392",5bed,3bath,"2,741sqft","6,300sqft lot"
https://www.realtor.com/realestateandhomes-detail/3072-Red-Cedar-Trl_Hemet_CA_92545_M13661-63233,"$409,000 ","3072 Red Cedar Trl, Hemet, CA 92545",4bed,2.5bath,"2,390sqft","4,792sqft lot"
https://www.realtor.com/realestateandhomes-detail/45033-Bronze-Star-Rd_Lake-Elsinore_CA_92532_M27677-29553,"$580,000 ","45033 Bronze Star Rd, Lake Elsinore, CA 92532",5bed,3bath,"3,081sqft","9,583sqft lot"
https://www.realtor.com/realestateandhomes-detail/258-Vail-Dr_Chico_CA_95973_M19570-87145,"$398,950 ","258 Vail Dr, Chico, CA 95973",3bed,2bath,"1,306sqft","4,791sqft lot"
https://www.realtor.com/realestateandhomes-detail/541-28th-St_Paso-Robles_CA_93446_M98412-11679,"$399,000 ","541 28th St, Paso Robles, CA 93446",2bed,1bath,840sqft,"5,052sqft lot"
https://www.realtor.com/realestateandhomes-detail/1525-Flores-St_San-Bernardino_CA_92411_M26873-95890,"$449,000 ","1525 Flores St, San Bernardino, CA 92411",4bed,2bath,"1,309sqft","7,150sqft lot"
https://www.realtor.com/realestateandhomes-detail/40552-Angelica-Dr_Murrieta_CA_92562_M15976-64497,"$639,000 ","40552 Angelica Dr, Murrieta, CA 92562",5bed,3bath,"2,716sqft",0.33acre lot
https://www.realtor.com/realestateandhomes-detail/446-E-Peach-St_San-Jacinto_CA_92583_M23250-78025,"$210,000 ","446 E Peach St, San Jacinto, CA 92583",2bed,1bath,640sqft,"6,894sqft lot"
https://www.realtor.com/realestateandhomes-detail/1405-Bellwood-Rd_San-Marino_CA_91108_M26542-36538,"$1,350,000 ","1405 Bellwood Rd, San Marino, CA 91108",3bed,2bath,"1,490sqft","9,792sqft lot"
https://www.realtor.com/realestateandhomes-detail/26397-Arboretum-Way-Unit-1605_Murrieta_CA_92563_M11665-63360,"$355,000 ","26397 Arboretum Way Unit 1605, Murrieta, CA 92563",2bed,2bath,"1,213sqft","1,254sqft lot"
https://www.realtor.com/realestateandhomes-detail/6153-Sara-Ct_Riverside_CA_92509_M25021-74006,"$480,000 ","6153 Sara Ct, Jurupa Valley, CA 92509",3bed,3bath,"1,464sqft","4,356sqft lot"
https://www.realtor.com/realestateandhomes-detail/10289-Northridge-Dr_Rancho-Cucamonga_CA_91737_M14219-70802,"$689,000 ","10289 Northridge Dr, Rancho Cucamonga, CA 91737",4bed,2.5bath,"2,330sqft","4,100sqft lot"
https://www.realtor.com/realestateandhomes-detail/5425-Corwin-Ln_Riverside_CA_92503_M16275-05070,"$480,000 ","5425 Corwin Ln, Riverside, CA 92503",4bed,2bath,"1,300sqft","8,712sqft lot"
https://www.realtor.com/realestateandhomes-detail/32230-Calle-Balareza_Temecula_CA_92592_M17757-92063,"$889,900 ","32230 Calle Balareza, Temecula, CA 92592",5bed,3.5bath,"3,968sqft",0.25acre lot
https://www.realtor.com/realestateandhomes-detail/8440-Vienna-Dr_Eastvale_CA_92880_M22570-33929,"$915,000 ","8440 Vienna Dr, Eastvale, CA 92880",6bed,4bath,"3,765sqft",0.23acre lot
https://www.realtor.com/realestateandhomes-detail/19-Platinum-Cir_Ladera-Ranch_CA_92694_M19174-05610,"$599,999 ","19 Platinum Cir, Ladera Ranch, CA 92694",2bed,2.5bath,"1,449sqft","2,000sqft lot"
https://www.realtor.com/realestateandhomes-detail/4560-Round-Top-Dr_Los-Angeles_CA_90065_M27841-55791,"$1,095,000 ","4560 Round Top Dr, Los Angeles, CA 90065",4bed,4bath,"2,312sqft","8,947sqft lot"
https://www.realtor.com/realestateandhomes-detail/4884-Filly-Ln_Riverside_CA_92509_M25691-03639,"$525,000 ","4884 Filly Ln, Jurupa Valley, CA 92509",3bed,2bath,"1,080sqft",0.57acre lot
https://www.realtor.com/realestateandhomes-detail/13457-Palomino-Creek-Dr_Corona_CA_92883_M17159-66194,"$589,880 ","13457 Palomino Creek Dr, Corona, CA 92883",3bed,2.5bath,"1,320sqft","7,405sqft lot"
https://www.realtor.com/realestateandhomes-detail/6575-Serra-Ct_Atascadero_CA_93422_M19280-11759,"$495,000 ","6575 Serra Ct, Atascadero, CA 93422",3bed,2.5bath,"1,279sqft","2,175sqft lot"
https://www.realtor.com/realestateandhomes-detail/627-Umbria-St_Highland-Park_CA_90042_M13165-52788,"$1,458,888 ","627 Umbria St, Los Angeles, CA 90042",3bed,2.5bath,"1,649sqft","6,006sqft lot"
https://www.realtor.com/realestateandhomes-detail/5744-Monticello-St_Chino_CA_91710_M29077-44333,"$679,888 ","5744 Monticello St, Chino, CA 91710",4bed,2bath,"2,043sqft","8,360sqft lot"
https://www.realtor.com/realestateandhomes-detail/5555-Via-del-Coyote_Yorba-Linda_CA_92887_M15699-54716,"$899,888 ","5555 Via Del Coyote, Yorba Linda, CA 92887",4bed,2.5bath,"1,730sqft","6,710sqft lot"
https://www.realtor.com/realestateandhomes-detail/9232-Bixby-Ave_Garden-Grove_CA_92841_M21781-51345,"$848,500 ","9232 Bixby Ave, Garden Grove, CA 92841",3bed,2bath,"1,789sqft",0.25acre lot
https://www.realtor.com/realestateandhomes-detail/14044-Charlemagne-Ave_Bellflower_CA_90706_M28149-85367,"$675,000 ","14044 Charlemagne Ave, Bellflower, CA 90706",4bed,2bath,"2,176sqft","8,251sqft lot"
https://www.realtor.com/realestateandhomes-detail/8322-E-Quiet-Canyon-Ct_Anaheim_CA_92808_M18016-37080,"$1,005,000 ","8322 E Quiet Canyon Ct, Anaheim, CA 92808",4bed,2.5bath,"2,027sqft","4,725sqft lot"
https://www.realtor.com/realestateandhomes-detail/18684-Putting-Green-Dr_Yorba-Linda_CA_92886_M20542-90783,"$998,888 ","18684 Putting Green Dr, Yorba Linda, CA 92886",5bed,3.5bath,"2,530sqft",None
https://www.realtor.com/realestateandhomes-detail/9500-Defiance-Ave_Los-Angeles_CA_90002_M19571-46116,"$595,000 ","9500 Defiance Ave, Los Angeles, CA 90002",4bed,2bath,"1,234sqft","4,598sqft lot"
https://www.realtor.com/realestateandhomes-detail/202-N-Plantation-Pl_Anaheim_CA_92806_M27291-45974,"$810,000 ","202 N Plantation Pl, Anaheim, CA 92806",3bed,2bath,"1,596sqft",0.23acre lot
https://www.realtor.com/realestateandhomes-detail/2503-Rockefeller-Ln-C_Redondo-Beach_CA_90278_M11243-25610,"$959,000 ","2503 Rockefeller Ln Apt C, Redondo Beach, CA 90278",3bed,2bath,"1,753sqft","7,507sqft lot"
https://www.realtor.com/realestateandhomes-detail/2026-Paseo-Susana_San-Dimas_CA_91773_M23175-03928,"$1,350,000 ","2026 Paseo Susana, San Dimas, CA 91773",3bed,3bath,"3,111sqft",0.23acre lot
https://www.realtor.com/realestateandhomes-detail/8945-Libra-Dr_San-Diego_CA_92126_M19702-95614,"$910,000 ","8945 Libra Dr, San Diego, CA 92126",4bed,2bath,"1,614sqft","5,500sqft lot"
https://www.realtor.com/realestateandhomes-detail/9136-Delano-Dr_Riverside_CA_92503_M12658-27726,"$319,900 ","9136 Delano Dr, Riverside, CA 92503",2bed,1bath,766sqft,"1,742sqft lot"
https://www.realtor.com/realestateandhomes-detail/20365-Chianti-Ct_Yorba-Linda_CA_92886_M11423-91031,"$1,398,000 ","20365 Chianti Ct, Yorba Linda, CA 92886",3bed,3.5bath,"2,695sqft","9,650sqft lot"
https://www.realtor.com/realestateandhomes-detail/26814-Hyte-Rd_Rancho-Palos-Verdes_CA_90275_M23327-50773,"$1,799,999 ","26814 Hyte Rd, Rancho Palos Verdes, CA 90275",3bed,2bath,"2,042sqft",0.26acre lot
https://www.realtor.com/realestateandhomes-detail/129-Edgewood-Dr_Fillmore_CA_93015_M22827-97991,"$850,000 ","129 Edgewood Dr, Fillmore, CA 93015",4bed,4.5bath,"2,947sqft","7,594sqft lot"
https://www.realtor.com/realestateandhomes-detail/3730-Ruthbar-Dr_Hawthorne_CA_90250_M23481-61907,"$799,999 ","3730 Ruthbar Dr, Hawthorne, CA 90250",3bed,1.5bath,"1,024sqft","5,843sqft lot"
https://www.realtor.com/realestateandhomes-detail/1750-E-Ocean-Blvd-Unit-202_Long-Beach_CA_90802_M14291-34423,"$575,000 ","1750 E Ocean Blvd Unit 202, Long Beach, CA 90802",1bed,1bath,632sqft,1.02acre lot
https://www.realtor.com/realestateandhomes-detail/131-Pixel_Irvine_CA_92618_M94508-24288,"$2,080,808 ","131 Pixel, Irvine, CA 92618",5bed,5.5bath,"4,100sqft","5,833sqft lot"
https://www.realtor.com/realestateandhomes-detail/15441-Wells-Fargo-St_Hesperia_CA_92345_M28151-23945,"$599,900 ","15441 Wells Fargo St, Hesperia, CA 92345",6bed,5bath,"3,935sqft",1.39acre lot
https://www.realtor.com/realestateandhomes-detail/155-Tiger-Ln_San-Jacinto_CA_92583_M24075-10290,"$189,900 ","155 Tiger Ln, San Jacinto, CA 92583",3bed,2bath,"1,339sqft","2,178sqft lot"
https://www.realtor.com/realestateandhomes-detail/13165-Caspian-Dr_Victorville_CA_92395_M24399-93595,"$379,000 ","13165 Caspian Dr, Victorville, CA 92395",3bed,2bath,"1,412sqft","7,200sqft lot"
https://www.realtor.com/realestateandhomes-detail/15144-Desert-St_Adelanto_CA_92301_M18354-19987,"$350,000 ","15144 Desert St, Adelanto, CA 92301",4bed,2bath,"1,407sqft","7,770sqft lot"
https://www.realtor.com/realestateandhomes-detail/30121-Big-Country-Dr_Menifee_CA_92584_M95141-20325,"$684,900 ","30121 Big Country Dr, Menifee, CA 92584",5bed,3bath,"2,787sqft","6,098sqft lot"
https://www.realtor.com/realestateandhomes-detail/1342-Sunset-Ave_Perris_CA_92571_M10283-17017,"$565,000 ","1342 Sunset Ave, Perris, CA 92571",4bed,2bath,"2,617sqft","6,970sqft lot"
https://www.realtor.com/realestateandhomes-detail/956-N-Arrowhead-Ave_Rialto_CA_92376_M18334-09552,"$479,000 ","956 N Arrowhead Ave, Rialto, CA 92376",4bed,2.5bath,"2,080sqft","8,500sqft lot"
https://www.realtor.com/realestateandhomes-detail/260-E-Blaine-St_Riverside_CA_92507_M17198-64597,"$575,000 ","260 E Blaine St, Riverside, CA 92507",4bed,2bath,"1,782sqft","9,148sqft lot"
https://www.realtor.com/realestateandhomes-detail/571-Burdick-Dr_Pomona_CA_91768_M16733-36218,"$449,000 ","571 Burdick Dr, Pomona, CA 91768",2bed,1bath,920sqft,"2,833sqft lot"
https://www.realtor.com/realestateandhomes-detail/34088-Thistlewood-Ave_Murrieta_CA_92563_M98526-65351,"$595,000 ","34088 Thistlewood Ave, Murrieta, CA 92563",5bed,3bath,"3,401sqft","6,098sqft lot"
https://www.realtor.com/realestateandhomes-detail/918-E-109th-St_Los-Angeles_CA_90059_M26067-28759,"$450,000 ","918 E 109th St, Los Angeles, CA 90059",2bed,1bath,956sqft,"4,856sqft lot"
https://www.realtor.com/realestateandhomes-detail/7809-Poppy-Ln_Fontana_CA_92336_M25463-57043,"$711,000 ","7809 Poppy Ln, Fontana, CA 92336",4bed,3bath,"2,950sqft","7,233sqft lot"
https://www.realtor.com/realestateandhomes-detail/19429-Allenhurst-St_Riverside_CA_92508_M23942-49238,"$649,900 ","19429 Allenhurst St, Riverside, CA 92508",4bed,2.5bath,"2,132sqft","7,405sqft lot"
https://www.realtor.com/realestateandhomes-detail/1595-Alameda-St_Pomona_CA_91768_M17291-23334,"$579,000 ","1595 Alameda St, Pomona, CA 91768",2bed,1bath,"1,542sqft","5,912sqft lot"
https://www.realtor.com/realestateandhomes-detail/1453-J-T-Eisley-Dr_Corona_CA_92881_M11051-59726,"$740,000 ","1453 J T Eisley Dr, Corona, CA 92881",4bed,3bath,"2,336sqft","7,405sqft lot"
https://www.realtor.com/realestateandhomes-detail/2105-Cedar-St-B_Alhambra_CA_91801_M28160-07995,"$728,000 ","2105 Cedar St Unit B, Alhambra, CA 91801",3bed,2.5bath,"1,727sqft",0.61acre lot
https://www.realtor.com/realestateandhomes-detail/5735-3rd-Ave_Los-Angeles_CA_90043_M19206-53312,"$794,900 ","5735 3rd Ave, Los Angeles, CA 90043",3bed,2bath,"1,364sqft","5,405sqft lot"
https://www.realtor.com/realestateandhomes-detail/13514-Bailey-St_Whittier_CA_90601_M29697-52049,"$669,000 ","13514 Bailey St, Whittier, CA 90601",3bed,2bath,"1,610sqft","4,338sqft lot"
https://www.realtor.com/realestateandhomes-detail/4132-E-Mendez-St-Unit-304_Long-Beach_CA_90815_M23216-88108,"$465,000 ","4132 E Mendez St Unit 304, Long Beach, CA 90815",2bed,1bath,"1,297sqft",None
https://www.realtor.com/realestateandhomes-detail/50-Westbrook-Ln_Pomona_CA_91766_M19474-44895,"$998,000 ","50 Westbrook Ln, Phillips Ranch, CA 91766",4bed,3bath,"2,706sqft",0.37acre lot
https://www.realtor.com/realestateandhomes-detail/33470-Calico-Ct_Wildomar_CA_92595_M28478-18772,"$475,000 ","33470 Calico Ct, Wildomar, CA 92595",3bed,2bath,"1,344sqft","9,148sqft lot"
https://www.realtor.com/realestateandhomes-detail/1785-E-McKinley-Ave_Pomona_CA_91767_M27049-43410,"$610,000 ","1785 E McKinley Ave, Pomona, CA 91767",3bed,2bath,"1,553sqft","6,576sqft lot"
https://www.realtor.com/realestateandhomes-detail/22865-Hilton-Head-Dr-Unit-212_Diamond-Bar_CA_91765_M27162-41289,"$470,000 ","22865 Hilton Head Dr Unit 212, Diamond Bar, CA 91765",2bed,3bath,994sqft,5.7acre lot
https://www.realtor.com/realestateandhomes-detail/2163-Bonnie-Brae-Ave_Claremont_CA_91711_M13624-06864,"$998,000 ","2163 Bonnie Brae Ave, Claremont, CA 91711",4bed,2.5bath,"2,085sqft",0.25acre lot
https://www.realtor.com/realestateandhomes-detail/2190-Tehachapi-Dr_Corona_CA_92879_M18293-11521,"$649,999 ","2190 Tehachapi Dr, Corona, CA 92879",4bed,3bath,"1,862sqft","7,405sqft lot"
https://www.realtor.com/realestateandhomes-detail/16-Wildbrook-Ct_Berry-Creek_CA_95916_M12811-79368,"$350,000 ","16 Wildbrook Ct, Berry Creek, CA 95916",3bed,2bath,"1,440sqft",7.52acre lot
https://www.realtor.com/realestateandhomes-detail/4500-Linda-Lee-Dr_Yucca-Valley_CA_92284_M11769-27634,"$450,000 ","4500 Linda Lee Dr, Yucca Valley, CA 92284",3bed,2bath,"2,100sqft",2.5acre lot
https://www.realtor.com/realestateandhomes-detail/3589-Leonard-St_Redding_CA_96002_M13756-23740,"$435,000 ","3589 Leonard St, Redding, CA 96002",3bed,2bath,"1,994sqft",0.34acre lot
https://www.realtor.com/realestateandhomes-detail/43928-Freer-Way_Lancaster_CA_93536_M18780-55740,"$499,900 ","43928 Freer Way, Lancaster, CA 93536",4bed,3bath,"2,200sqft","7,280sqft lot"
https://www.realtor.com/realestateandhomes-detail/26469-Silverado-Ct_Moreno-Valley_CA_92555_M24190-23050,"$450,000 ","26469 Silverado Ct, Moreno Valley, CA 92555",3bed,2bath,"1,777sqft","5,227sqft lot"
https://www.realtor.com/realestateandhomes-detail/37437-Scranton-Ct_Palmdale_CA_93552_M23968-65345,"$524,900 ","37437 Scranton Ct, Palmdale, CA 93552",5bed,3bath,"2,672sqft","8,276sqft lot"
https://www.realtor.com/realestateandhomes-detail/260-E-Blaine-St_Riverside_CA_92507_M17198-64597,"$575,000 ","260 E Blaine St, Riverside, CA 92507",4bed,2bath,"1,782sqft","9,148sqft lot"
https://www.realtor.com/realestateandhomes-detail/2358-W-Calle-Vista-Dr_Rialto_CA_92377_M11867-74067,"$487,700 ","2358 W Calle Vista Dr, Rialto, CA 92377",3bed,2bath,"1,357sqft","6,500sqft lot"
https://www.realtor.com/realestateandhomes-detail/24833-Butterchurn-Rd_Wildomar_CA_92595_M14286-51584,"$549,000 ","24833 Butterchurn Rd, Wildomar, CA 92595",4bed,3bath,"2,627sqft","7,841sqft lot"
https://www.realtor.com/realestateandhomes-detail/176-Brookdale-Ct_Oroville_CA_95966_M17937-83780,"$280,000 ","176 Brookdale Ct, Oroville, CA 95966",3bed,1bath,"1,072sqft","4,792sqft lot"
https://www.realtor.com/realestateandhomes-detail/31812-Rancho-Amigos-Rd_Bonsall_CA_92003_M27730-34983,"$875,000 ","31812 Rancho Amigos Rd, Bonsall, CA 92003",3bed,2bath,"2,188sqft",2.72acre lot
https://www.realtor.com/realestateandhomes-detail/3507-Cortez-St_Riverside_CA_92504_M29152-92873,"$425,000 ","3507 Cortez St, Riverside, CA 92504",2bed,1bath,846sqft,"8,276sqft lot"
https://www.realtor.com/realestateandhomes-detail/258-Oleander-Dr_Oceanside_CA_92057_M16616-68646,"$520,000 ","258 Oleander Dr, Oceanside, CA 92057",2bed,2bath,906sqft,"3,798sqft lot"
https://www.realtor.com/realestateandhomes-detail/750-Lincoln-Rd-Apt-31_Yuba-City_CA_95991_M16726-99946,"$254,950 ","750 Lincoln Rd Apt 31, Yuba City, CA 95991",2bed,None,None,None
https://www.realtor.com/realestateandhomes-detail/17823-Owen-St_Fontana_CA_92335_M15057-33269,"$509,000 ","17823 Owen St, Fontana, CA 92335",3bed,1bath,"1,500sqft","7,820sqft lot"
https://www.realtor.com/realestateandhomes-detail/1105-S-Kemp-Ave_Compton_CA_90220_M16511-44090,"$491,000 ","1105 S Kemp Ave, Compton, CA 90220",2bed,1bath,850sqft,"6,126sqft lot"
https://www.realtor.com/realestateandhomes-detail/50-Westbrook-Ln_Pomona_CA_91766_M19474-44895,"$998,000 ","50 Westbrook Ln, Phillips Ranch, CA 91766",4bed,3bath,"2,706sqft",0.37acre lot
https://www.realtor.com/realestateandhomes-detail/4154-Caravana-Rd_Woodland-Hills_CA_91364_M19184-61622,"$820,000 ","4154 Caravana Rd, Woodland Hills, CA 91364",2bed,2bath,904sqft,"7,624sqft lot"
https://www.realtor.com/realestateandhomes-detail/1136-Twining-Ave_San-Diego_CA_92154_M14338-55489,"$799,900 ","1136 Twining Ave, San Diego, CA 92154",5bed,3bath,"2,550sqft","9,600sqft lot"
https://www.realtor.com/realestateandhomes-detail/9113-Rosehedge-Dr_Pico-Rivera_CA_90660_M23708-75759,"$595,000 ","9113 Rosehedge Dr, Pico Rivera, CA 90660",3bed,2bath,"1,526sqft","5,881sqft lot"
https://www.realtor.com/realestateandhomes-detail/800-Glenway-Dr-Unit-116_Inglewood_CA_90302_M25042-80312,"$531,300 ","800 Glenway Dr Unit 116, Inglewood, CA 90302",2bed,2.5bath,"1,034sqft",0.44acre lot
https://www.realtor.com/realestateandhomes-detail/2501-Chad-Zeller-Ln_Corona_CA_92882_M92006-97169,"$1,580,000 ","2501 Chad Zeller Ln, Corona, CA 92882",5bed,4.5bath,"4,180sqft","9,583sqft lot"
https://www.realtor.com/realestateandhomes-detail/630-N-Grand-Ave-Apt-301_Los-Angeles_CA_90012_M23391-78889,"$560,000 ","630 N Grand Ave Apt 301, Los Angeles, CA 90012",2bed,2bath,"1,045sqft",0.36acre lot
https://www.realtor.com/realestateandhomes-detail/4222-Troost-Ave-Unit-25_Studio-City_CA_91604_M11510-84483,"$850,000 ","4222 Troost Ave Unit 25, Studio City, CA 91604",2bed,2.5bath,"1,616sqft",0.91acre lot
https://www.realtor.com/realestateandhomes-detail/2670-N-Lamer-St_Burbank_CA_91504_M28679-63719,"$875,500 ","2670 N Lamer St, Burbank, CA 91504",2bed,1bath,918sqft,"5,482sqft lot"
https://www.realtor.com/realestateandhomes-detail/5210-Angelina-Rd_Oceanside_CA_92056_M16648-09013,"$835,000 ","5210 Angelina Rd, Oceanside, CA 92056",3bed,2bath,"1,923sqft","7,460sqft lot"
https://www.realtor.com/realestateandhomes-detail/15302-Normandy-Ln_La-Mirada_CA_90638_M29859-36841,"$849,000 ","15302 Normandy Ln, La Mirada, CA 90638",4bed,2.5bath,"1,844sqft","5,718sqft lot"
https://www.realtor.com/realestateandhomes-detail/2732-E-Hillcrest-Ave_Orange_CA_92867_M24256-55288,"$990,000 ","2732 E Hillcrest Ave, Orange, CA 92867",4bed,3bath,"2,721sqft","8,100sqft lot"
https://www.realtor.com/realestateandhomes-detail/9440-Glade-Ave_Chatsworth_CA_91311_M22337-37793,"$799,999 ","9440 Glade Ave, Chatsworth, CA 91311",4bed,2bath,"1,554sqft","8,923sqft lot"
