Link,Price,Address,CA,Bedroom,Bathroom,Size,Lot,Garage Spaces,Source Property Type,Year Built,Levels or Stories,County,Pool Features:
https://www.realtor.com/realestateandhomes-detail/2108-Hastings-Shore-Ln_Redwood-City_CA_94065_M14693-10839,968888,"2108 Hastings Shore Ln, Redwood City, CA 94065",CA 94065,2,2,988,None,1, Condo,1995,1, San Mateo,None
https://www.realtor.com/realestateandhomes-detail/920-Granite-Dr-Unit-313_Pasadena_CA_91101_M10202-45746,1198000,"920 Granite Dr Unit 313, Pasadena, CA 91101",CA 91101,2,2,1650,82764,2, Condominium,2009, One, Los Angeles,"Pool Features: Community, Heated, In Ground"
https://www.realtor.com/realestateandhomes-detail/1407-Holcomb-Pl_Placentia_CA_92870_M21634-24022,735000,"1407 Holcomb Pl, Placentia, CA 92870",CA 92870,3,2,1138,None,2, Condominium,1997, Two, Orange,"Pool Features: Community, Heated"
https://www.realtor.com/realestateandhomes-detail/19212-Barrett-Ln_Santa-Ana_CA_92705_M14010-91358,1499999,"19212 Saint Marks Dr, North Tustin, CA 92705",CA 92705,4,3.5,3200,23958,3, Single Family Residence,1961, Multi/Split, Orange,None
https://www.realtor.com/realestateandhomes-detail/30-Morrison-Ave_Sacramento_CA_95838_M22948-14289,469000,"30 Morrison Ave, Sacramento, CA 95838",CA 95838,3,2.5,1450,2500,1, Single Family Residence,2022,2, Sacramento,None
https://www.realtor.com/realestateandhomes-detail/10456-La-Morada-Dr_San-Diego_CA_92124_M22444-32079,1150000,"10456 LA Morada Dr, San Diego, CA 92124",CA 92124,4,3,2040,7100,2, Detached,1973,2, San Diego,None
https://www.realtor.com/realestateandhomes-detail/11424-Worden-Rd_Mokelumne-Hill_CA_95245_M17134-16519,349000,"11424 Worden Rd, Mokelumne Hill, CA 95245",CA 95245,3,3,2000,237838,,,,, Calaveras,None
https://www.realtor.com/realestateandhomes-detail/311-Dartmouth-Ave_Coalinga_CA_93210_M12733-37073,269000,"311 W Dartmouth Ave, Coalinga, CA 93210",CA 93210,4,2,1559,8840,, Single Family Residence,1963,1, Fresno,None
https://www.realtor.com/realestateandhomes-detail/14597-Mast-Ln_Helendale_CA_92342_M26862-56755,599000,"14597 Mast Ln, Helendale, CA 92342",CA 92342,3,3,2760,9900,2, Single Family Residence,1977,1, San Bernardino,Pool Features: Common Pool
https://www.realtor.com/realestateandhomes-detail/473-Tetley-Ln_Crestline_CA_92325_M24538-66337,284000,"473 Tetley Ln, Crestline, CA 92325",CA 92325,2,1.5,1328,6080,2, Single Family Residence,1945, Two, San Bernardino,None
https://www.realtor.com/realestateandhomes-detail/21339-Ruscello-Ln_Friant_CA_93626_M22248-14112,380000,"21339 Ruscello Ln, Friant, CA 93626",CA 93626,3,2,1515,7820,, Single Family Residence,2015,1, Fresno,None
https://www.realtor.com/realestateandhomes-detail/1415-E-Shields-Ave_Fresno_CA_93704_M20895-87533,220000,"1415 E Shields Ave, Fresno, CA 93704",CA 93704,2,1,944,5700,, Single Family Residence,1930,1, Fresno,None
https://www.realtor.com/realestateandhomes-detail/32780-Deer-Lick-Dr_Running-Springs_CA_92382_M21702-35250,275000,"32780 Deer Lick Dr, Arrowbear Lake, CA 92382",CA 92382,3,2,1260,5896,, Single Family Residence,1958," One, Two", San Bernardino,None
https://www.realtor.com/realestateandhomes-detail/65-S-Howland-St_Porterville_CA_93257_M92858-89804,329500,"65 Howland St S, Porterville, CA 93257",CA 93257,3,2,1929,7975,2, Single Family Residence,2019,1, Tulare,None
https://www.realtor.com/realestateandhomes-detail/8395-Joshua-Rd_Oak-Hills_CA_92344_M25003-32597,699900,"8395 Joshua Rd, Oak Hills, CA 92344",CA 92344,4,3.5,3565,96703,4, Single Family Residence,2007, One, San Bernardino,None
https://www.realtor.com/realestateandhomes-detail/4354-W-Artemisa-Dr_Fresno_CA_93722_M15265-67039,365000,"4354 W Artemisa Dr, Fresno, CA 93722",CA 93722,3,3,1872,4080,, PUD,2007,2, Fresno,"Pool Features: Pool: Yes, Pool Type: In Ground"
https://www.realtor.com/realestateandhomes-detail/7401-Oakmont-Dr_Santa-Rosa_CA_95409_M19791-41124,415000,"7401 Oakmont Dr, Santa Rosa, CA 95409",CA 95409,2,2,1172,None,, Single Family Residence,1981,1, Sonoma,None
https://www.realtor.com/realestateandhomes-detail/25865-Coombe-Hill-Dr_Sun-City_CA_92586_M23107-79275,298900,"25865 Coombe Hill Dr, Menifee, CA 92586",CA 92586,2,1,1102,7405,1, Single Family Residence,1965, One, Riverside,Pool Features: Community
https://www.realtor.com/realestateandhomes-detail/302-Avenida-Sevilla-Unit-B_Laguna-Woods_CA_92637_M22265-88693,279000,"302 Avenida Sevilla Unit B, Laguna Woods, CA 92637",CA 92637,2,1,1000,None,, Stock Cooperative,1965, One, Orange,Pool Features: Association
https://www.realtor.com/realestateandhomes-detail/2141-Ronda-Granada-Unit-O_Laguna-Woods_CA_92637_M20550-49951,388900,"2141 Ronda Granada Unit O, Laguna Woods, CA 92637",CA 92637,2,2,1009,1009,, Stock Cooperative,1966, One, Orange,"Pool Features: Association, Community, In Ground"
https://www.realtor.com/realestateandhomes-detail/24855-Marion-Ridge-Dr_Idyllwild_CA_92549_M18551-76377,407500,"24855 Marion Ridge Dr, Idyllwild, CA 92549",CA 92549,2,2,1064,7841,, Single Family Residence,1979,2, Riverside,None
https://www.realtor.com/realestateandhomes-detail/158-Mill-Creek-Ct_Willits_CA_95490_M29713-91934,449000,"158 Mill Creek Ct, Willits, CA 95490",CA 95490,3,2,1485,10019,2, Single Family Residence,,1, Mendocino,None
https://www.realtor.com/realestateandhomes-detail/1043-60th-St_Oakland_CA_94608_M16857-03436,985000,"1043 60th St, Oakland, CA 94608",CA 94608,2,2,1144,3850,, Detached,1908,1, Alameda,None
https://www.realtor.com/realestateandhomes-detail/416-Clara-St_Oakland_CA_94603_M11593-36520,498000,"416 Clara St, Oakland, CA 94603",CA 94603,3,1,1050,4056,, Single Family,1942,1, Alameda,None
https://www.realtor.com/realestateandhomes-detail/3808-Cassini-Cir-Unit-1_Lompoc_CA_93436_M25649-35598,335000,"3808 Cassini Cir Unit 1, Lompoc, CA 93436",CA 93436,2,1,931,880,1, Condominium,2006,, Santa Barbara,None
https://www.realtor.com/realestateandhomes-detail/784-Butterfield-Ln_San-Marcos_CA_92069_M13235-42032,799999,"784 Butterfield Ln, San Marcos, CA 92069",CA 92069,4,4,2386,None,2, Detached,1973,2, San Diego,None
https://www.realtor.com/realestateandhomes-detail/9414-Mountain-Meadow-Rd_Shingletown_CA_96088_M17676-87349,519000,"9414 Mountain Meadow Rd, Shingletown, CA 96088",CA 96088,3,2,2812,139392,2, Single Family,1980," One, Split", Shasta,Pool Features: Pool Site
https://www.realtor.com/realestateandhomes-detail/36249-Orange-Grove-Ave_Madera_CA_93636_M26706-67150,399950,"36249 Orange Grove Ave, Madera, CA 93636",CA 93636,3,2,1625,14375,, Single Family Residence,1978,1, Madera,None
https://www.realtor.com/realestateandhomes-detail/17798-Main-St_Hesperia_CA_92345_M26776-87149,292000,"17798 Main St, Hesperia, CA 92345",CA 92345,2,2,1290,20038,3, Single Family Residence,1974,1, San Bernardino,None
https://www.realtor.com/realestateandhomes-detail/16283-Kamana-Rd_Apple-Valley_CA_92307_M22203-48131,619000,"16283 Kamana Rd, Apple Valley, CA 92307",CA 92307,4,3,2766,20038,3, Single Family Residence,1987,1, San Bernardino,None
https://www.realtor.com/realestateandhomes-detail/3215-Kansas-St_Oakland_CA_94602_M28772-44681,425000,"3215 Kansas St, Oakland, CA 94602",CA 94602,1,1,504,1250,, Detached,1920,1, Alameda,None
https://www.realtor.com/realestateandhomes-detail/730-Pinehurst-Dr_Rio-Vista_CA_94571_M13415-37294,546000,"730 Pinehurst Dr, Rio Vista, CA 94571",CA 94571,3,2.5,2334,6490,3, Single Family Residence,1999,1, Solano,None
https://www.realtor.com/realestateandhomes-detail/7500-Rock-Creek-Way_Sacramento_CA_95824_M17642-94680,399999,"7500 Rock Creek Way, Sacramento, CA 95824",CA 95824,3,2,1394,5702,2, Single Family Residence,1983,1, Sacramento,None
https://www.realtor.com/realestateandhomes-detail/4139-Mockingbird-Ln_Banning_CA_92220_M13725-75055,675000,"4139 Mockingbird Ln, Banning, CA 92220",CA 92220,4,2.5,2854,39640,3, Single Family Residence,1986, One, Riverside,"Pool Features: Private, Diving Board, Gunite, Heated, In Ground"
https://www.realtor.com/realestateandhomes-detail/2033-Delta-Ct_Stockton_CA_95206_M26277-39566,448000,"2033 Delta Ct, Stockton, CA 95206",CA 95206,3,2,1634,6132,2, Detached,1998,1, San Joaquin,None
https://www.realtor.com/realestateandhomes-detail/1205-Westbrook-Dr_Lompoc_CA_93436_M18693-94146,550000,"1205 Westbrook Dr, Lompoc, CA 93436",CA 93436,4,3,2234,6098,2, Home/Estate,1991, Two Story, Santa Barbara,None
https://www.realtor.com/realestateandhomes-detail/100-Wild-Wolf-Ct_Valley-Springs_CA_95252_M12394-56890,1749000,"100 Wild Wolf Ct, Valley Springs, CA 95252",CA 95252,4,3.5,4502,3920400,6,,,, Calaveras,None
https://www.realtor.com/realestateandhomes-detail/611-W-Broad-St_Nevada-City_CA_95959_M97226-31415,849900,"611 W Broad St, Nevada City, CA 95959",CA 95959,3,3,1721,12632,2, Single Family Residence,1925,2, Nevada,None
https://www.realtor.com/realestateandhomes-detail/2304-Sheffield-Ct_Antioch_CA_94531_M22849-37530,649000,"2304 Sheffield Ct, Antioch, CA 94531",CA 94531,5,3,2110,7349,3, Single Family Residence,1995,2, Contra Costa,None
https://www.realtor.com/realestateandhomes-detail/5215-Warren-St_Riverside_CA_92503_M17332-28549,486000,"5215 Warren St, Riverside, CA 92503",CA 92503,4,2,1528,4792,2, Single Family Residence,1971, One, Riverside,None
https://www.realtor.com/realestateandhomes-detail/4304-Owens-St-Unit-102_Corona_CA_92883_M28274-67441,399900,"4304 Owens St Unit 102, Corona, CA 92883",CA 92883,1,1.5,913,1742,1, Condominium,2006, One, Riverside,Pool Features: Association
https://www.realtor.com/realestateandhomes-detail/906-W-17th-St_Los-Angeles_CA_90015_M28463-27951,729999,"906 W 17th St, Los Angeles, CA 90015",CA 90015,5,3,2060,4248,, Multi-Family,1902,, Los Angeles,None
https://www.realtor.com/realestateandhomes-detail/15558-Creek-Hills-Rd_El-Cajon_CA_92021_M12168-49608,1149000,"15558 Creek Hills Rd, El Cajon, CA 92021",CA 92021,4,3.5,3718,114998,3, Detached,1994,2, San Diego,None
https://www.realtor.com/realestateandhomes-detail/1214-Temple-City-Blvd-Unit-2_Arcadia_CA_91007_M19364-45848,688000,"1214 Temple City Blvd Unit 2, Arcadia, CA 91007",CA 91007,3,3,1320,37026,1, Townhouse,1972, Two, Los Angeles,None
https://www.realtor.com/realestateandhomes-detail/22918-Copper-Ridge-Dr_Corona_CA_92883_M24563-14152,890000,"22918 Copper Ridge Dr, Corona, CA 92883",CA 92883,8,4.5,4666,6534,4, Single Family Residence,1999, Three Or More, Riverside,None
https://www.realtor.com/realestateandhomes-detail/9316-Christina-Ln_Lakeside_CA_92040_M28639-03841,675000,"9316 Christina Ln, Lakeside, CA 92040",CA 92040,3,2,1345,15246,2, Detached,1958,1, San Diego,None
https://www.realtor.com/realestateandhomes-detail/465-Metro-Walk-Way_Richmond_CA_94801_M24192-67281,569000,"465 Metro Walk Way, Richmond, CA 94801",CA 94801,4,4,1666,1307,2, Townhouse,2004,3, Contra Costa,None
https://www.realtor.com/realestateandhomes-detail/11651-Shadowglen-Rd_El-Cajon_CA_92020_M18438-52240,1275000,"11651 Shadowglen Rd, El Cajon, CA 92020",CA 92020,5,4,3377,74052,2, Detached,1980,2, San Diego,"Pool Features: Below Ground, Solar Heat, Heated"
https://www.realtor.com/realestateandhomes-detail/1948-Highridge-Ct_Walnut-Creek_CA_94597_M12023-27783,1089000,"1948 Highridge Ct, Walnut Creek, CA 94597",CA 94597,4,2.5,2573,1920,2, Townhouse,1978,, Contra Costa,Pool Features: PoolFeatures: Community Fclty
https://www.realtor.com/realestateandhomes-detail/26248-Walnut-Hills-Dr_Lake-Arrowhead_CA_92352_M16075-21079,1150000,"26248 Walnut Hills Dr, Lake Arrowhead, CA 92352",CA 92352,4,3.5,3693,21780,2, Single Family,1999,2, San Bernardino,None
https://www.realtor.com/realestateandhomes-detail/2051-El-Prado-Ave_Lemon-Grove_CA_91945_M10004-26684,595000,"2051 El Prado Ave, Lemon Grove, CA 91945",CA 91945,3,1,1138,12197,1, Detached,1951,1, San Diego,None
https://www.realtor.com/realestateandhomes-detail/1671-Rancho-Vista-Way_Fallbrook_CA_92028_M22578-33328,750000,"1671 Rancho Vista Way, Fallbrook, CA 92028",CA 92028,3,2,2151,37026,2, Single Family Residence,1989, One, San Diego,None
https://www.realtor.com/realestateandhomes-detail/3021-W-Clark-Ave_Burbank_CA_91505_M10421-82026,849000,"3021 W Clark Ave, Burbank, CA 91505",CA 91505,2,2,1768,7453,, Single Family Residence,1954,1, Los Angeles,None
https://www.realtor.com/realestateandhomes-detail/40-San-Pedro-St_Salinas_CA_93901_M24516-84249,700000,"40 San Pedro St, Salinas, CA 93901",CA 93901,2,2,1516,6300,2, Single Family,1949,1, Monterey,None
https://www.realtor.com/realestateandhomes-detail/1601-E-Martin-Luther-King-Jr-Blvd_Los-Angeles_CA_90011_M26894-38333,625000,"1601 E Martin Luther King Jr Blvd Unit B, Los Angeles, CA 90011",CA 90011,3,2,1432,5141,1, Single Family Residence,1906, One, Los Angeles,None
https://www.realtor.com/realestateandhomes-detail/5906-Smith-Ave_Newark_CA_94560_M26105-61373,1050000,"5906 Smith Ave, Newark, CA 94560",CA 94560,4,2,1468,4500,2, Detached,1986,1, Alameda,None
https://www.realtor.com/realestateandhomes-detail/16997-Lamont-Ct_Castro-Valley_CA_94546_M19577-36593,1399000,"16997 Lamont Ct, Castro Valley, CA 94546",CA 94546,3,2.5,2208,10454,2, Detached,1976,3, Alameda,None
https://www.realtor.com/realestateandhomes-detail/7320-Hawthorn-Ave-Apt-410_Los-Angeles_CA_90046_M28742-31460,725000,"7320 Hawthorn Ave Apt 410, Los Angeles, CA 90046",CA 90046,2,2,1060,36590,, Condominium,1985,, Los Angeles,"Pool Features: Association Pool, Heated And Filtered, In Ground, Community"
https://www.realtor.com/realestateandhomes-detail/6351-Goldeneye-St_Ventura_CA_93003_M13325-19608,987000,"6351 Goldeneye St, Ventura, CA 93003",CA 93003,5,2.5,2950,5018,2, Single Family Residence,2006, Two, Ventura,None
https://www.realtor.com/realestateandhomes-detail/15248-Gresham-St_North-Hills_CA_91343_M29707-94976,1045999,"15248 Gresham St, North Hills, CA 91343",CA 91343,32,16,3348,6886,4, Multi-Family,1955, Two, Los Angeles,None
https://www.realtor.com/realestateandhomes-detail/1103-Chelsea-Way-47_Redwood-City_CA_94061_M98416-46722,1175000,"1103 Chelsea Way Unit 47, Redwood City, CA 94061",CA 94061,2,2,1200,373309,1, Condo,1985,1, San Mateo,Pool Features: PoolFeatures: Community Fclty
https://www.realtor.com/realestateandhomes-detail/1546-Beryl-St_San-Diego_CA_92109_M20441-53532,1599000,"1546 Beryl St, San Diego, CA 92109",CA 92109,3,2,1702,5700,, Detached,1976,1, San Diego,None
https://www.realtor.com/realestateandhomes-detail/10851-Gray-Fox-Ct_Chatsworth_CA_91311_M92970-30328,3100000,"10851 Gray Fox Ct, Chatsworth, CA 91311",CA 91311,5,5.5,5469,17860,, Single Family Residence,2019,, Los Angeles,"Pool Features: Heated with Gas, Heated"
https://www.realtor.com/realestateandhomes-detail/1911-River-Ln_Firebaugh_CA_93622_M28797-34163,259000,"1911 River Ln, Firebaugh, CA 93622",CA 93622,3,2,1100,13939,, Single Family Residence,1962,1, Fresno,None
https://www.realtor.com/realestateandhomes-detail/8013-Acappella-Cir_Sacramento_CA_95843_M13156-44923,399000,"8013 Acappella Cir, Antelope, CA 95843",CA 95843,4,3,2097,5423,2, Single Family Residence,1992,2, Sacramento,None
https://www.realtor.com/realestateandhomes-detail/13688-Sun-Forest-Dr_Penn-Valley_CA_95946_M90035-46848,365000,"13688 Sun Forest Dr, Penn Valley, CA 95946",CA 95946,3,2,1600,14810,2, Single Family Residence,1989,1, Nevada,None
https://www.realtor.com/realestateandhomes-detail/68334-Panorama-Dr_Desert-Hot-Springs_CA_92240_M20460-02674,375000,"68334 Panorama Dr, Desert Hot Springs, CA 92240",CA 92240,4,2,2116,9148,3, Single Family Residence,2007,1, Riverside,None
https://www.realtor.com/realestateandhomes-detail/2228-Manchester-Ave_Stockton_CA_95204_M15889-14399,399900,"2228 Manchester Ave, Stockton, CA 95204",CA 95204,2,2,1461,5624,2, Single Family Residence,1947,1, San Joaquin,None
https://www.realtor.com/realestateandhomes-detail/17815-Catalpa-St_Hesperia_CA_92345_M22721-96429,289900,"17815 Catalpa St, Hesperia, CA 92345",CA 92345,3,2,1282,19602,2, Single Family Residence,1988,1, San Bernardino,None
https://www.realtor.com/realestateandhomes-detail/1201-Sycamore-Ter-Spc-196_Sunnyvale_CA_94086_M91648-23048,239000,"1201 Sycamore Ter Spc 196, Sunnyvale, CA 94086",CA 94086,2,2,1174,None,, Double Wide Mobile Home,1998,, Santa Clara,None
https://www.realtor.com/realestateandhomes-detail/5219-Brook-Park-Ln_Sacramento_CA_95841_M25763-12963,47900,"5219 Brook Park Ln, Sacramento, CA 95841",CA 95841,2,1,720,None,, Mobile,1971,, Sacramento,None
https://www.realtor.com/realestateandhomes-detail/740-K-St_Rio-Linda_CA_95673_M14446-93671,649000,"740 K St, Rio Linda, CA 95673",CA 95673,3,2,1904,40511,2, Single Family Residence,1958,2, Sacramento,None
https://www.realtor.com/realestateandhomes-detail/1404-N-Tustin-Ave-Unit-H3_Santa-Ana_CA_92705_M11969-92088,439000,"1404 N Tustin Ave Unit H3, Santa Ana, CA 92705",CA 92705,2,1.5,1110,None,1, Townhouse,1965, Two, Orange,Pool Features: Association
https://www.realtor.com/realestateandhomes-detail/17653-Buttercup-Ct_Chino-Hills_CA_91709_M21354-33569,689000,"17653 Buttercup Ct, Chino Hills, CA 91709",CA 91709,3,2.5,1731,5000,2, Single Family Residence,1988, Two, San Bernardino,Pool Features: Private
https://www.realtor.com/realestateandhomes-detail/133-S-Machala-Pl_Rialto_CA_92376_M11390-36882,570000,"133 S Machala Pl, Rialto, CA 92376",CA 92376,4,2.5,2034,8955,2, Single Family Residence,2007, Two, San Bernardino,None
https://www.realtor.com/realestateandhomes-detail/904-D-Ln_Big-Bear-City_CA_92314_M22480-22205,305000,"904 D Ln, Big Bear, CA 92314",CA 92314,2,1,720,4860,2, Single Family Residence,1967, One, San Bernardino,None
https://www.realtor.com/realestateandhomes-detail/7123-Eucalyptus-Dr_Bakersfield_CA_93306_M17625-31503,274900,"7123 Eucalyptus Dr, Bakersfield, CA 93306",CA 93306,3,1,1125,None,, Single Family Residence,1938,1, Kern,None
https://www.realtor.com/realestateandhomes-detail/9054-Willis-Ave-Unit-22_Panorama-City_CA_91402_M25587-56364,369000,"9054 Willis Ave Unit 22, Panorama City, CA 91402",CA 91402,3,2,1031,50965,, Condominium,1977,, Los Angeles,None
https://www.realtor.com/realestateandhomes-detail/517-E-Tokay-St_Lodi_CA_95240_M18396-36511,245000,"517 E Tokay Aly, Lodi, CA 95240",CA 95240,2,1,624,2849,, Single Family Residence,1939,1, San Joaquin,None
https://www.realtor.com/realestateandhomes-detail/317-Avenida-Castilla-Unit-B_Laguna-Woods_CA_92637_M29899-81524,355000,"317 Avenida Castilla Unit B, Laguna Woods, CA 92637",CA 92637,2,1,1000,None,, Stock Cooperative,1965, One, Orange,"Pool Features: Association, Community, Filtered, Gunite, Heated"
https://www.realtor.com/realestateandhomes-detail/184-Santa-Clara-Ave_Oakland_CA_94610_M29864-82531,1095000,"184 Santa Clara Ave, Oakland, CA 94610",CA 94610,3,1.5,1761,3822,1, Detached,1912,2, Alameda,None
https://www.realtor.com/realestateandhomes-detail/6037-Valley-View-Rd_Oakland_CA_94611_M21180-02891,1098000,"6037 Valley View Rd, Oakland, CA 94611",CA 94611,3,2,2030,8370,1, Detached,1980,2, Alameda,None
https://www.realtor.com/realestateandhomes-detail/240-S-Broadway-Apt-2_Redondo-Beach_CA_90277_M18906-96111,1299000,"240 S Broadway Apt 2, Redondo Beach, CA 90277",CA 90277,3,2.5,1900,None,2, Townhouse,1986, Three Or More, Los Angeles,None
https://www.realtor.com/realestateandhomes-detail/866-Wood-St_Oakland_CA_94607_M16512-56253,899000,"864 Wood St, Oakland, CA 94607",CA 94607,3,3,2290,2768,1, Detached,2016,2, Alameda,None
https://www.realtor.com/realestateandhomes-detail/3685-Mallard-Ct_Antioch_CA_94509_M25433-52292,799000,"3685 Mallard Ct, Antioch, CA 94509",CA 94509,5,3,2505,7605,2, Detached,2011,2, Contra Costa,"Pool Features: PoolFeatures: In Ground, Solar Heat, Spa"
https://www.realtor.com/realestateandhomes-detail/27271-Maritime-Ln_Helendale_CA_92342_M26878-96456,595000,"27271 Maritime Ln, Helendale, CA 92342",CA 92342,3,2.5,2538,5706,2, Single Family Residence,2002,2, San Bernardino,Pool Features: Common Pool
https://www.realtor.com/realestateandhomes-detail/100-W-Midway-Dr-Spc-134_Anaheim_CA_92805_M25284-72419,124999,"100 W Midway Dr Spc 134, Anaheim, CA 92805",CA 92805,3,2,1040,None,2, Double Wide,2000,, Orange,Pool Features: Community
https://www.realtor.com/realestateandhomes-detail/3772-Ash-St_Lake-Elsinore_CA_92530_M12629-99732,579000,"3772 Ash St, Lake Elsinore, CA 92530",CA 92530,5,4,3125,8276,3, Single Family Residence,2005, Two, Riverside,None
https://www.realtor.com/realestateandhomes-detail/3616-Candlewood-Dr_Bakersfield_CA_93306_M23694-69833,270000,"3616 Candlewood Dr, Bakersfield, CA 93306",CA 93306,4,2,1583,6534,2, Single Family Residence,1962,1, Kern,None
https://www.realtor.com/realestateandhomes-detail/5038-W-Avenue-L10_Lancaster_CA_93536_M14419-88727,419000,"5038 W Avenue L10, Quartz Hill, CA 93536",CA 93536,4,2,1366,17424,, Single Family Residence,1957, One, Los Angeles,None
https://www.realtor.com/realestateandhomes-detail/38141-Versailles-St_Palmdale_CA_93552_M18546-54317,465000,"38141 Versailles St, Palmdale, CA 93552",CA 93552,4,2,1773,7290,2, Single Family Residence,2011, One, Los Angeles,Pool Features: Community
https://www.realtor.com/realestateandhomes-detail/1056-Fiden-Ct_Crestline_CA_92325_M14597-61617,399900,"1056 Fiden Ct, Crestline, CA 92325",CA 92325,3,2.5,1444,6500,2, Single Family Residence,1993, Two, San Bernardino,None
https://www.realtor.com/realestateandhomes-detail/207-Sonora-Pass-Rd_Vallejo_CA_94589_M19061-79483,495000,"207 Sonora Pass Rd, Vallejo, CA 94589",CA 94589,3,2,1492,6098,2, Single Family Residence,1962,1, Solano,None
https://www.realtor.com/realestateandhomes-detail/30-Dunswood-Pl_Sacramento_CA_95835_M23587-87989,549000,"30 Dunswood Pl, Sacramento, CA 95835",CA 95835,2,2,1738,7109,2, Single Family Residence,2004,1, Sacramento,"Pool Features: Pool Type: Membership Fee, Built-In, Common Facility, Indoors, Lap"
https://www.realtor.com/realestateandhomes-detail/25391-Franklin-Dr_Idyllwild_CA_92549_M18804-42686,450000,"25391 Franklin Dr, Idyllwild, CA 92549",CA 92549,2,2,1167,8276,2, Single Family Residence,1959, One, Riverside,None
https://www.realtor.com/realestateandhomes-detail/969-Turquoise-St_Vacaville_CA_95687_M11641-69078,649000,"969 Turquoise St, Vacaville, CA 95687",CA 95687,4,3,1990,8181,2, Single Family Residence,1995,2, Solano,None
https://www.realtor.com/realestateandhomes-detail/27654-Ironstone-Dr-Apt-3_Canyon-Country_CA_91387_M11838-92575,430000,"27654 Ironstone Dr Apt 3, Canyon Country, CA 91387",CA 91387,2,2.5,1262,76666,2, Townhouse,1983, Three Or More, Los Angeles,"Pool Features: Association, Community"
https://www.realtor.com/realestateandhomes-detail/5841-Topanga-Canyon-Pl_Woodland-Hills_CA_91367_M29423-92030,798888,"5841 Topanga Canyon Pl, Woodland Hills, CA 91367",CA 91367,3,2.5,2105,35284,2, Townhouse,1979, Multi/Split, Los Angeles,Pool Features: Community
https://www.realtor.com/realestateandhomes-detail/31535-Lindero-Canyon-Rd-Unit-12_Westlake-Vlg_CA_91361_M26062-81813,449000,"31535 Lindero Canyon Rd Unit 12, Westlake Village, CA 91361",CA 91361,2,2,1134,465221,, Condominium,1968, One, Los Angeles,"Pool Features: Pool Description: Association Pool, Pool Construction: In Ground"
https://www.realtor.com/realestateandhomes-detail/4510-Jones-Canyon-Rd_Acton_CA_93510_M11472-41016,2099900,"4510 Jones Canyon Rd, Acton, CA 93510",CA 93510,3,4.5,3688,213008,3, Single Family Residence,1990, Two, Los Angeles,"Pool Features: Private, Gunite, In Ground, Infinity"
https://www.realtor.com/realestateandhomes-detail/21900-Marylee-St-Unit-264_Woodland-Hills_CA_91367_M29889-74458,790000,"21900 Marylee St Unit 264, Woodland Hills, CA 91367",CA 91367,3,3,1666,493970,2, Townhouse,1979, Three Or More, Los Angeles,Pool Features: Community
https://www.realtor.com/realestateandhomes-detail/360-Park-St_Buellton_CA_93427_M28634-63162,695000,"360 Park St, Buellton, CA 93427",CA 93427,4,2,1560,8712,2, Single Family Residence,1975,, Santa Barbara,None
https://www.realtor.com/realestateandhomes-detail/30408-Jasmine-Valley-Dr_Santa-Clarita_CA_91387_M26313-91293,654550,"30408 Jasmine Valley Dr, Canyon Country, CA 91387",CA 91387,4,2,1362,8250,2, Single Family Residence,1974, One, Los Angeles,None
https://www.realtor.com/realestateandhomes-detail/12942-Maui-Ct_Cerritos_CA_90703_M16254-11238,1149900,"12942 Maui Ct, Cerritos, CA 90703",CA 90703,4,4,2830,4669,3, Single Family Residence,1991, Two, Los Angeles,Pool Features: Association
https://www.realtor.com/realestateandhomes-detail/668-Canyon-Dr_Chula-Vista_CA_91913_M22754-43641,886000,"668 Canyon Dr, Chula Vista, CA 91913",CA 91913,4,2.5,2304,20038,3, Detached,1987,2, San Diego,None
https://www.realtor.com/realestateandhomes-detail/28786-Winterdale-Dr_Santa-Clarita_CA_91387_M23734-36439,699800,"28786 Winterdale Dr, Canyon Country, CA 91387",CA 91387,3,2,1348,8640,2, Single Family Residence,1984, One, Los Angeles,None
https://www.realtor.com/realestateandhomes-detail/1028-W-104th-St_Los-Angeles_CA_90044_M22872-47835,749000,"1028 W 104th St, Los Angeles, CA 90044",CA 90044,4,2,1398,8648,2, Single Family Residence,1906, One, Los Angeles,None
https://www.realtor.com/realestateandhomes-detail/388-E-Ocean-Blvd-Unit-1601_Long-Beach_CA_90802_M25904-80655,675000,"388 E Ocean Blvd Unit 1601, Long Beach, CA 90802",CA 90802,2,2,960,120661,2, Condominium,2004, One, Los Angeles,Pool Features: Community
https://www.realtor.com/realestateandhomes-detail/6-Bonita-Ave_Napa_CA_94559_M17180-70054,979000,"6 Bonita Ave, Napa, CA 94559",CA 94559,3,2,1404,8538,2, Single Family Residence,1966,1, Napa,None
https://www.realtor.com/realestateandhomes-detail/904-39th-St_Oakland_CA_94608_M99895-95860,1375000,"904 39th St, Oakland, CA 94608",CA 94608,4,4,3000,5185,6, RESIDENTIAL INCOME,1916,, Alameda,None
https://www.realtor.com/realestateandhomes-detail/11150-Socorro-Ct_San-Diego_CA_92129_M17346-37165,1000000,"11150 Socorro Ct, San Diego, CA 92129",CA 92129,4,3,1670,6743,2, Detached,1976,2, San Diego,"Pool Features: Below Ground, Private, Heated, Waterfall"
