https://www.realtor.com/realestateandhomes-detail/33550-Willow-Haven-Ln-Unit-101_Murrieta_CA_92563_M13278-74542,448888,"33550 Willow Haven Ln Unit 101, Murrieta, CA 92563",CA 92563,3,2.5,"1,814",932,Bedrooms: 3,Total Bathrooms: 3,Full Bathrooms: 2,1/2 Bathrooms: 1,Bathrooms On Main Level: 1,Kitchen Appliances: Water Heater,Appliances YN: Y,Laundry Features: Individual Room,"All Bedrooms Up, Living Room, Master Bathroom, Master Bedroom, Walk-In Closet",Cooling Features: Central Air,Heating Features: Central,Heating: Yes,Breakfast Room Description: Dining Room,Kitchen Features: Granite Counters,Flooring: Laminate,Pool Features: Association,"Spa Features: Spa: Y, Spa Features: Association",Lot Size Acres: 0.0213958,Lot Size Source: Assessor,Lot Size Square Feet: 932,Garage Spaces: 2,Garage Description: Attached,"Parking Features: Parking YN: Y, Parking Features: Direct Garage Access",Parking Total: 2,View: View: Y,Association: Yes,"Association Amenities: Pool, Spa/Hot Tub, Playground, Management, Controlled Access",Association Fee: 235,Association Fee Frequency: Monthly,Calculated Total Monthly Association Fees: 235,School District: Murrieta,Community Features: Street Lights,Source Listing Status: Active,County: Riverside,Directions: Follow I-15 N and I-215 N to Scott Rd. Take exit 7 from I-215 N 9 min (10.2 mi) Take Antelope Rd to Willow Haven Ln in Murrieta,Source Property Type: Townhouse,Area: SRCAR - Southwest Riverside County,Property Subtype: townhouse,Source Neighborhood: SRCAR - Southwest Riverside County,Parcel Number: 388132028,Postal Code Plus 4: 3480,Source System Name: C2C,Total Square Feet Living: 1814.00,Year Built: 2005,Builder Name: Lennar,"Common Walls: 1 Common Wall, End Unit, No One Above, No One Below",Living Area Source: Assessor,Property Age: 16,Property Attached: Yes,Levels or Stories: Three Or More,Building Total Stories: 2,Year Built Source: Public Records,Architectural Style: Townhouse,Sewer: Public Sewer,Cable Available,Electricity Connected,Sewer Connected,Water Connected,Water Source: Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/621-Willow-St_Eureka_CA_95503_M15319-17225,259000,"621 Willow St, Eureka, CA 95503",CA 95503,2,1,744,2614,Bedrooms: 2,Total Bathrooms: 1.00,Full Bathrooms: 1,Full Bathrooms On Main Level: 1,4,Laundry Facilities: In Garage,Dining in Kitchen,Refrig,Dining Room Description: Dining: Dine in Kitchen,"Heating Features: Forced Air, Natural Gas","Flooring: Flooring: Hardwood, Vinyl, 1st Floor: 2nd Bedroom, Kitchen, Living Room",Fencing: Partial,"Roads: Curbing, Paved",Lot Description: Flat,Lot Size Acres: 0.06,Lot Size Square Feet: 2614,Driveway: Gravel,Garage Spaces: 1,Garage Description: Detached,View: Hills,Elementary School: Grant,High School: Eureka,Middle School: Winship,School District: Eureka,Source Listing Status: Active,Cross Street: G Street,Directions: on north side of Willow between G and H Streets,Source Property Type: Residential - Single Family,Area: South Bay,Source Neighborhood: South Bay,Zoning: Single Family,Source System Name: C2C,Total Square Feet Living: 744.00,Year Built: 1948,"Building Exterior Type: Appearance: Very Good, Siding: Horizontal, Stucco",Construction Materials: Wood Frame,"Foundation Details: Concrete Perimeter, Post/Piers",Property Age: 73,Roof: Composition Shingle,Levels or Stories: One Story,"Structure Type: Type of Property: Residential, Property Type: A",House Style: Cottage,Sewer: Public,Electric,Gas,Water Source: Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/1828-Hile-Ave_Marysville_CA_95901_M20328-58833,280000,"1828 Hile Ave, Marysville, CA 95901",CA 95901,4,2,"1,828",38332.8,Bedrooms: 4,"Laundry Features: In Each Unit, Laundry Closet, Washer/Dryer Hookups","Cooling Features: Ceiling Fan(s), Window Unit(s)",Heating Features: Wall Furnace,Full Bathrooms: 2,"Flooring: Tile, Laminate",Window Features: Dual Pane Full,Patio And Porch Features: Uncovered Patio,Lot Description: Shape Regular,Lot Dimensions Source: Acres,Lot Size Acres: 0.8773,Lot Size Square Feet: 38215,Open Parking Spaces: 10,Parking Features: Uncovered,Parking Total: 10,Association: No,Calculated Total Monthly Association Fees: 0,Income Includes: Rent Only,School District: Yuba,Number of 2 Bedroom Units: 2,Bedrooms in Unit-1: 2,Bedrooms in Unit-2: 2,Full Bathrooms in Unit-1: 1,Full Bathrooms in Unit-2: 1,Total Rooms in Unit-1: 4,Total Rooms in Unit-2: 4,"Unit-1 Description: Kitchen with Dining Area, Living Room, 2 Bedrooms and 1 Full Bath","Unit-2 Description: Kitchen with Dining Area, Living Room, 2 Bedrooms and 1 Full Bath",Unit-1 Square Feet: 914,Unit-2 Square Feet: 914,Source Listing Status: Active,County: Yuba,Cross Street: Hammon Smartville,Directions: East on North Beale Rd to Hammonton Smartville Rd turn right to Hile Ave.,Source Property Type: Duplex,Area: 12501,Source Neighborhood: 12501,Parcel Number: 021-062-045-000,Postal Code Plus 4: 6473,Zoning: R-02,Source System Name: C2C,Year Built: 1978,Construction Materials: Frame,Foundation Details: Slab,Property Age: 43,Property Condition: Updated/Remodeled,Roof: Roof Description:Composition,Levels or Stories: 1,"House Style: Bungalow, Cottage",Sewer: Public Sewer,Cable Available,Internet Available,Water Source: Public,"Security Features: Carbon Mon Detector, Smoke Detector",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/700-N-Evers-Ave_Compton_CA_90220_M17374-52013,750000,"700 N Evers Ave, Compton, CA 90220",CA 90220,4,2,"1,956",5103,Bedrooms: 4,Bedrooms On Main Level: 2,Total Bathrooms: 2,Full Bathrooms: 2,Bathrooms On Main Level: 2,"Kitchen, Living Room",Laundry Features: Inside,Fireplace Features: Fireplace: Y,Lot Description: 0-1 Unit/Acre,Lot Size Acres: 0.1171488,Lot Size Source: Assessor,Lot Size Square Feet: 5103,Garage Spaces: 2,Garage Description: Detached,Parking Total: 2,School District: Compton Unified,Calculated Total Monthly Association Fees: 0,Community Features: Street Lights,Source Listing Status: Active,County: Los Angeles,"Directions: Go down N Tajauta Ave., then turn right onto W Spruce St, and then W Spruce St turns left and becomes N Evers Avenue.",Source Property Type: Single Family Residence,Area: 699 - Not Defined,Source Neighborhood: 699 - Not Defined,Parcel Number: 6143018031,Postal Code Plus 4: 1517,Zoning: CORL,Source System Name: C2C,Total Square Feet Living: 1956.00,Year Built: 1952,Common Walls: No Common Walls,Living Area Source: Assessor,Property Age: 69,Levels or Stories: One,Building Total Stories: 1,Year Built Source: Assessor,Architectural Style: Single Family Residence,Sewer: Public Sewer,Water Source: Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/167-Tahoe-St_Perris_CA_92571_M11629-61680,430000,"167 Tahoe St, Perris, CA 92571",CA 92571,3,2.5,"1,449",5663,Bedrooms: 3,Total Bathrooms: 3,Full Bathrooms: 2,1/2 Bathrooms: 1,Bathrooms On Main Level: 1,Family Room,Laundry Features: In Garage,Cooling Features: Central Air,Fireplace Features: Fireplace: Y,Heating Features: Central,Heating: Yes,Lot Description: Back Yard,Lot Size Acres: 0.1300046,Lot Size Source: Assessor,Lot Size Square Feet: 5663,Garage Spaces: 3,Garage Description: Attached,Parking Total: 3,School District: Perris Union High,Calculated Total Monthly Association Fees: 0,Community Features: Sidewalks,Source Listing Status: Active,County: Riverside,"Directions: off 215 freeway, E Nuevo Road, Redlands Avenue, Tahoe Street",Source Property Type: Single Family Residence,Area: SRCAR - Southwest Riverside County,Source Neighborhood: SRCAR - Southwest Riverside County,Parcel Number: 320180047,Postal Code Plus 4: 2789,Source System Name: C2C,Total Square Feet Living: 1449.00,Year Built: 1990,Common Walls: No Common Walls,Living Area Source: Assessor,Property Age: 31,Levels or Stories: Two,Building Total Stories: 2,Year Built Source: Assessor,Architectural Style: Single Family Residence,Sewer: Public Sewer,Water Source: Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/21564-Meekland-Ave-Apt-2_Hayward_CA_94541_M13562-41536,455000,"21564 Meekland Ave Apt 2, Hayward, CA 94541",CA 94541,2,1.5,952,56192.4,Bedrooms: 2,Total Rooms: 4,Total Bathrooms: 2.00,Full Bathrooms: 1,1/2 Bathrooms: 1,"Bathroom 1 Features: Tub, Tub w/Shower Over",Dishwasher,Disposal,Free Standing Electric Range,Free Standing Refrigerator,Microwave,"Laundry Features: Dryer Included, In Kitchen, Stacked Only, Washer Included, Washer/Dryer Stacked Included",Breakfast Area,Ceramic Counter,Island,Kitchen/Family Combo,Tile Counter,"Dining Room Features: Breakfast Nook, Dining/Family Combo","Interior Amenities: Dining Room, Family Room, Kitchen, Laundry","Flooring: Carpet, Laminate, Tile",Heating Features: Wall Furnace,"Fencing: Back Yard, Fenced, Wood",Road Responsibility: Private Maintained Road,"Road Surface Type: Asphalt, Paved",Carport Spaces: 1,"Driveway: Paved Driveway, Paved Sidewalk, Shared Driveway","Other Parking: On Site - Assigned (Condo Only), On Site - Mapped (Condo Only)","Parking Features: Assigned, Detached, Garage Door Opener, Garage Facing Front",Parking Total: 2,Spa: No,"Lot Description: Landscape Front, Private",Lot Dimensions Source: SqFt,Lot Size Acres: 1.288,Lot Size Square Feet: 56107,Association: Yes,Association Fee: 330,Association Fee Frequency: Monthly,Calculated Total Monthly Association Fees: 330,Source Listing Status: Active,County: Alameda,Cross Street: Anderly Ct,Source Property Type: Condominium,Area: Hayward,Property Subtype: condo,Source Neighborhood: Hayward,Parcel Number: 429-0046-063,Source System Name: C2C,Total Square Feet Living: 952,Year Built: 1989,"Foundation Details: Concrete, Slab",Levels: Two,Property Age: 32,Property Condition: Original,"Roof: Composition, Shingle",Levels or Stories: 2,Sewer: Public Sewer,All Public,Water Source: Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/8509-Journeys-End-Ct_Sacramento_CA_95843_M11371-41059,459900,"8509 Journeys End Ct, Antelope, CA 95843",CA 95843,3,2,"1,420",6412,Bedrooms: 3,"Master Bedroom Features: Walk-In Closet, Outside Access",Total Rooms: 5,"Master Bathroom, Master Bedroom, Dining Room, Kitchen, Laundry, Living Room",Living Room Features: Great Room,"Equipment: Free Standing Gas Range, Gas Water Heater, Dishwasher, Disposal, Microwave",Laundry Facilities: Inside Room,"Cooling Features: Ceiling Fan(s), Central","Fireplace Features: Living Room, Wood Burning","Heating Features: Central, Fireplace(s)",Number of Fireplaces: 1,Full Bathrooms: 2,"Master Bathroom Features: Tile, Tub w/Shower Over, Window","Bathroom 1 Features: Granite, Tile, Tub w/Shower Over, Window","Dining Room Description: Space in Kitchen, Dining/Living Combo","Kitchen Features: Breakfast Area, Granite Counter","Flooring: Laminate, Tile","Window Features: Dual Pane Full, Window Coverings, Window Screens","Fencing: Back Yard, Full, Wood",Road Responsibility: Public Maintained Road,Roads: Chip And Seal,Spa Features: Spa/Hot Tub Personal,Spa: Yes,"Lot Description: Auto Sprinkler Front, Court, Curb(s)/Gutter(s), Shape Regular, Street Lights",Lot Size Acres: 0.1472,Lot Size Units: Acres,Lot Size Square Feet: 6412,Driveway: Sidewalk/Curb/Gutter,Garage Spaces: 2,"Garage Description: Attached, Garage Facing Front, Uncovered Parking Spaces 2+",Open Parking Spaces: 2,Association: No,Calculated Total Monthly Association Fees: 0,"Pets Allowed: Cats OK, Dogs OK",School District: Sacramento,Dog Run,Source Listing Status: Active,County: Sacramento,Cross Street: Old Dairy Drive,"Directions: I-80 East toward Reno, Elkhorn Blvd/Greenback Lane exit, left on Greenback, right on Walerga Rd., right on Old Dairy Dr., 3rd right on Journeys End Ct.",Source Property Type: Single Family Residence,Area: Sacto Antelope,Source Neighborhood: 10843,Parcel Number: 203-0950-039-0000,Postal Code Plus 4: 5024,Zoning: RD-7,Property Subtype: Attached,Source System Name: C2C,Irrigation Source: Public District,Electric: 220 Volts in Laundry,Sewer: In & Connected,All Public,Cable Available,Internet Available,Natural Gas Connected,"Water Source: Water District, Public",Year Built: 1990,Construction Materials: Wood Siding,Direction Faces: East,Foundation Details: Slab,Levels: One,Living Area Source: Assessor Auto-Fill,Property Age: 31,Property Condition: Updated/Remodeled,Roof: Roof Description:Composition,Levels or Stories: 1,Structure Type: Shed(s),"Security Features: Carbon Mon Detector, Double Strapped Water Heater, Security System Owned, Smoke Detector",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/36434-50th-St-E_Palmdale_CA_93552_M25481-51099,525000,"36434 E 50th St, Palmdale, CA 93552",CA 93552,4,4,"2,628",6970,Bedrooms: 4,Total Bathrooms: 4.00,Full Bathrooms: 4,Dishwasher,Dryer,Gas Range,Washer,"Laundry Facilities: Area, Room, Upstairs","Fire Safety Features: Automatic, Front, Rear","Flooring: Carpet, Tile, Vinyl/Linoleum",Cooling Features: Central Air/Evap,"Fireplace Features: Gas, Living Room",Heating Features: Central Heat/Gas,Dining Room Description: Breakfast Bar,Fencing: Block,Patio And Porch Features: Covered,"Road Access: Paved, Public",Lot Size Acres: 0.16,Lot Size Square Feet: 6970,Garage Spaces: 2,Garage Description: Attached Garage,RV Parking Features: Possible,Association: No,Horse Amenities: No,Downstairs Bedroom,Lawn - Front,Pets Allowed,Source Listing Status: Active,County: Los Angeles,Cross Street: Mountain View Dr,Directions: 47th St to Mountain View Dr.,Source Property Type: SFD,Area: 09 - Palm Div to 80th E,Source Neighborhood: 09 - Palm Div to 80th E,Parcel Number: 3052-067-081,Zoning: Residential,Source System Name: C2C,Total Square Feet Living: 2628.00,Year Built: 2006,"Construction Materials: Brick, Stucco",Foundation Details: Concrete Slab,Levels: 2 Stories,Property Age: 15,Roof: Tile,Levels or Stories: 2,"Structure Type: Property Type: A, Housing Type: SFD",House Style: Traditional,Sewer: Sewer Connected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/25521-Lincoln-Ave-Spc-75_Hemet_CA_92544_M95884-81257,49900,"25521 N Lincoln Ave Unit 75, Hemet, CA 92544",CA 92544,1,1,406,None,Bedrooms: 1,Total Bathrooms: 1,Full Bathrooms: 1,"Kitchen Applicances: Gas Range, Microwave, Refrigerator",Appliances YN: Y,"Laundry Features: Community, Gas Dryer Hookup, In Garage, Washer Hookup",All Bedrooms Down,Kitchen Features: Formica Counters,Pool Features: Community,Land Lease Amount: 469.55,Land Lease Amount Frequency: Monthly,Land Lease: Yes,Lot Description: Desert Front,Mobile Length: 30,Mobile Width: 12,"Parking Features: Parking YN: Y, Parking Features: Carport",School District: Hemet Unified,Calculated Total Monthly Association Fees: 0,Senior Community: Yes,Community Features: Street Lights,Source Listing Status: Active,County: Riverside,Source Property Type: Single Wide,Area: SRCAR - Southwest Riverside County,Source Neighborhood: SRCAR - Southwest Riverside County,Park Name: Pueblo Sereno,Non Deeded: Yes,Source System Name: C2C,Total Square Feet Living: 406.00,Year Built: 2007,Levels: One,Property Age: 14,Roof: Composition,Year Built Source: Public Records,Sewer: Public Sewer,Water Source: Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/1165-Blue-Teal-Pl_Manteca_CA_95337_M14393-83841,585000,"1165 Blue Teal Pl, Manteca, CA 95337",CA 95337,3,2,"1,887",9896,Bedrooms: 3,Total Bathrooms: 2 / 0,Full Bathrooms: 2,"Master Bathroom Features: Stall Shower, Tub, Updated Baths",Garage Door Opener,Smoke Detector,All Public Utilities,"Laundry Facilities: Dryer, Gas Dryer Hookup, Inside Room, Washer",Dining Area,Breakfast Nook,Dishwasher,Eat In Kitchen,Garbage Disposal,Gas Range/Cooktop,Microwave,Oven Built-in,Pantry,Range/Oven Built-in,Refrigerator,"Cooling Features: Ceiling Fan(s), Central 1 Zone A/C","Fireplace Features: Fireplaces: Kitchen, Living Room",Heating Features: Central,Number of Fireplaces: 2,"Flooring: Carpet, Tile",Pool Features: PoolFeatures: In Ground,"Lot Description: Cul-De-Sac, Irregular, Level, Premium Lot, Backyard, Front Yard, Garden, Landscape Back, Landscape Front",Lot Size Acres: 0.2271809,Lot Size Square Feet: 9896,Garage Spaces: 3,Parking Features: Attached Garage,"Yard: Back Yard, Fenced, Front Yard, Garden/Play, Patio, Side Yard, Storage, Tool Shed, Storage Area",Association: No,Calculated Total Monthly Association Fees: 0,Pet Description: Allowed - Yes,Source Listing Status: New,County: San Joaquin,Cross Street: Swan Dr,Directions: Mission Ridge Dr to Swan Dr,Source Property Type: Detached,Area: Manteca,Source Neighborhood: Not Listed,Subdivision: Not Listed,Source System Name: C2C,Coming Soon Date: 2021-08-20,Total Square Feet Living: 1887,Year Built: 1992,Building Exterior Type: Stucco,Foundation Details: Slab,Property Age: 29,Roof: Composition Shingles,Levels or Stories: 1,Structure Type: RESIDENTIAL,House Style: Ranch,"Sewer: Sewer System - Public, Water - Public",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/10850-Peony-Place-Dr_Stockton_CA_95209_M22156-16242,560000,"10850 Peony Place Dr, Stockton, CA 95209",CA 95209,5,3,"2,333",3223,Bedrooms: 5,Laundry Facilities: Upper Floor,Cooling Features: Central,Heating Features: Central,Full Bathrooms: 3,"Bathroom 1 Features: Double Sinks, Tub w/Shower Over","Dining Room Description: Space in Kitchen, Formal Area","Kitchen Features: Island, Tile Counter","Flooring: Carpet, Tile, Wood",Living Room Features: Great Room,Lot Description: Auto Sprinkler Front,Lot Size Acres: 0.074,Lot Size Units: Acres,Lot Size Square Feet: 3223,Garage Spaces: 2,Garage Description: Attached,Playground,Park,Association: Yes,Association Fee: 100,Association Fee Frequency: Monthly,"Association Fee Includes: Common Areas, Maintenance Grounds",Calculated Total Monthly Association Fees: 100,School District: San Joaquin,Source Listing Status: Active,County: San Joaquin,Cross Street: AG Spanos Blvd,"Directions: From Eight Mile Rd, Turn right on Stoney Gorge Dr, Left on AG Spanos Blvd., Left on Sunny Knoll, Right on Sweet Lilac Way, Left on Peony Place.",Source Property Type: Single Family Residence,Area: Stockton Far NW,Source Neighborhood: 20708,Parcel Number: 068-390-20,Postal Code Plus 4: 3776,Zoning: R1,Property Subtype: Detached,Source System Name: C2C,Electric: 220 Volts,Sewer: Sewer Connected,All Public,Water Source: Public,Year Built: 2006,Construction Materials: Frame,Foundation Details: Slab,Living Area Source: Assessor Auto-Fill,Property Age: 15,Roof: Roof Description:Tile,Levels or Stories: 2,House Style: Mediterranean,Security Features: Carbon Mon Detector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/3531-Don-Carlos-Dr_Carlsbad_CA_92010_M27827-87287,529900,"3531 Don Carlos Dr, Carlsbad, CA 92010",CA 92010,2,2,"1,440",3566692.8,Bedrooms: 2,Master Bedroom Dimensions: 13 x 15,Bedroom 2 Dimensions: 12 x 11,Total Bathrooms: 2,Full Bathrooms: 2,11x12,Dining Room Description: 12x8,Laundry Features: Laundry Location: Laundry Room,Cooling Features: Central Forced Air,"Fireplace Features: Fireplace: FP in Living Room, Electric",Number of Fireplaces: 1,"Flooring: Linoleum/Vinyl, Vinyl Tile",Family Room Dimensions: 15 x 16,Living Room Dimensions: 15 x 25,Exercise Room: Yes,Pool Features: Community/Common,"Patio And Porch Features: Enclosed, Screened Patio","Lot Description: 1-3, 999 SF",Lot Size Acres: 81.88,Topography: Level,Lot Size Square Feet: 3566596,Open Parking Spaces: 2,"Parking Features: Carport, Driveway",Parking Total: 2,RV Parking Features: Complex Park,Association: Yes,Association Fee: 328,Association Fee Frequency: Monthly,"Association Fee Includes: Common Area Maintenance, Gated Community",Calculated Total Monthly Association Fees: 328,Pets Allowed: Y,Pet Features: Allowed w/Restrictions,Senior Community: Yes,"Community Features: Tennis Courts, Biking/Hiking Trails, Clubhouse/Rec Room, Exercise Room, Gated Community, Golf, On-Site Guard, Pet Restrictions, Pool, Recreation Area, RV/Boat Parking, Spa/Hot Tub",Source Listing Status: ACTIVE,County: San Diego,Source Property Type: Manufactured Home,Inclusions: Yes,Area: Coastal North,Source Neighborhood: Rancho Carlsbad,Parcel Number: 168-050-42-29,Park Name: Rancho Carlsbad,Subdivision: CARLSBAD WEST,Zoning: R-1:SINGLE,Timeshare: No,Source System Name: C2C,Total Square Feet Living: 1440,Year Built: 1987,Building Exterior Type: Vinyl,Levels: Stories: 1 Story,Property Age: 34,Levels or Stories: 1,Structure Type: RESIDENTIAL,Sewer: Sewer Connected,Water Source: Water: Meter on Property,"Other Equipment: Equipment: Dishwasher, Disposal, Dryer, Microwave, Range/Oven, Refrigerator, Shed(s), Washer",Security Features: On Site Guard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/1717-Woodland-Ave_Glendale_CA_91208_M27720-37331,989500,"1717 Woodland Ave, Glendale, CA 91208",CA 91208,2,1,984,4823,Bedrooms: 2,Total Bathrooms: 1.00,Full Bathrooms: 1,Dishwasher,Gas Dryer Hookup,Laundry Facilities: Inside,"Kitchen Features: Granite Counters, Island, Open to Family Room","Cooking Appliances: Convection Oven, Gas, Oven, Range Hood","Breakfast Room Description: Dining Area, Eat In Kitchen, Kitchen Island","Cooling Features: Air Conditioning, Central A/C",Fireplace Features: Free Standing,"Flooring: Laminated, Wood/Wood Like",Pool Features: Pool Construction: In Ground,Spa: No,"Lot Description: Sidewalks, Street Concrete",Lot Dimensions Source: SqFt,Lot Size Acres: 0.1107208,Lot Size Source: (Public Records),Lot Size Square Feet: 4823,Association: No,Calculated Total Monthly Association Fees: 0,Full Copper Plumbing,Source Listing Status: Active,County: Los Angeles,Cross Street: Canada Blvd & Rustic Ln,"Disclaimer: All information deemed reliable, but not guaranteed.",Source Property Type: Single Family Residence,Area: Glendale-Rossmoyne a,Source Neighborhood: Not Applicable-627,Parcel Number: 5653007008,Postal Code Plus 4: 2235,Subdivision: Not Applicable-627,Zoning: GLR1YY,Source System Name: C2C,Total Square Feet Living: 984,Year Built: 1939,Common Walls: Detached,Green Building Verification Type: Grn Certif Rating: 0.00,Levels: Stories/Levels: One,Living Area Source: Public Records,Property Age: 82,Structure Type: Residential,Year Built Source: Assessor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/1667-E-Gatwick-Ln_Fresno_CA_93730_M20423-12826,1175000,"1667 E Gatwick Ln, Fresno, CA 93730",CA 93730,6,5,"3,802",15681.6,Bedrooms: 6,Master Bedroom Level: Lower,Total Bathrooms: 5.00,Full Bathrooms: 5,Laundry Features: Inside,Number of Fireplaces: 3,Central Heat & Cool,Dining Room Features: Formal,"Flooring: Floor: Concrete, Flooring: Tile, Hardwood","Extra Room-1 Description: Extra Rooms: Office, Family Room","Pool Features: Pool: Yes, Pool Type: In Ground","Spa Features: Spa: Yes, Spa Type: In Ground","Patio And Porch Features: Covered, Concrete","Yard: Sprinklers Front, Sprinklers Back, Sprinklers Auto, Fenced, Mature Landscape, Fruit/Nut Trees, Garden Area",Lot Dimensions Source: SqFt,Lot Size Acres: 0.3606,Lot Size Dimensions: 102X154,Lot Size Square Feet: 15708,Garage Description: Existing RV Parking,Parking Features: Existing RV Parking,Site Information: Cul De Sac,Isolated Bedroom,Isolated Bathroom,Security Gate,Built In Cabinets,"Community Features: Green Area, Gated Community",Association: Yes,Association Fee: 125,Association Fee Frequency: Monthly,Calculated Total Monthly Association Fees: 125,Association Name: Fresno MLS,Source Listing Status: Active,County: Fresno,Source Property Type: Single Family Residence,Area: 730,Source Neighborhood: 730,Parcel Number: 57728015,Source System Name: C2C,Total Square Feet Living: 3802.00,Year Built: 2006,Construction Materials: Stucco,Property Age: 15,Roof: Tile,Levels or Stories: 1,"Sewer: Public Water, Public Sewer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/740-Princess-Ct_Nipomo_CA_93444_M28896-12419,625000,"740 Princess Ct, Nipomo, CA 93444",CA 93444,3,2,"1,561",10018.8,Bedrooms: 3,Bedrooms On Main Level: 3,Total Bathrooms: 2,Full Bathrooms: 2,Bathrooms On Main Level: 2,"Bathroom 1 Features: Bathtub, Low Flow Toilet(s), Shower, Shower in Tub, Double Sinks In Master Bath, Exhaust fan(s), Separate tub and shower, Soaking Tub, Tile Counters, Walk-in shower",Tile Counters,"Flooring: Carpet, Concrete, Tile","Window Features: Double Pane Windows, Shutters","Kitchen Appliances: Dishwasher, Disposal, Gas Oven, Microwave, Refrigerator, Water Heater, Water Softener",Appliances YN: Y,"Laundry Features: Dryer Included, Gas & Electric Dryer Hookup, Inside, Washer Hookup, Washer Included","Kitchen, Living Room, Sun",Fireplace Features: Fireplace: Y,Heating Features: Forced Air,Heating: Yes,"Breakfast Room Description: Breakfast Counter / Bar, In Living Room",Kitchen Features: Tile Counters,Kennel,Rain Gutters,"Fencing: Fence YN: Y, Fencing: Wood",Other Structures: Shed(s),"Patio And Porch Features: Patio YN: Y, Patio And Porch Features: Enclosed, Patio, Patio Open, Slab",Road Surface Type: Paved,"Lot Description: Back Yard, Front Yard, Level with Street, Lot 10000-19999 Sqft, Rectangular Lot, Sprinklers Drip System",Lot Size Acres: 0.2295684,Lot Size Source: Assessor,Lot Size Square Feet: 10000,Garage Spaces: 3,Garage Description: Attached,"Parking Features: Parking YN: Y, Parking Features: Driveway Level, Garage, Garage - Two Door, Garage Door Opener, RV Potential",Parking Total: 3,School District: Lucia Mar Unified,Calculated Total Monthly Association Fees: 0,"Community Features: Gutters, Sidewalks",Source Listing Status: Active,County: San Luis Obispo,Directions: W. Tefft St to S. Frontage Rd. Veer to the Right onto Southland St. Right onto Princess Ct. House will be on you Left side.,Source Property Type: Single Family Residence,"Inclusions: Washer/Dryer, Water Softener System",Area: NPMO - Nipomo,Source Neighborhood: Nipomo(340),Parcel Number: 092158006,Postal Code Plus 4: 5653,Subdivision: Nipomo(340),Zoning: RSF,Source System Name: C2C,Total Square Feet Living: 1561.00,Year Built: 2000,Common Walls: No Common Walls,Construction Materials: Stucco,Foundation Details: Slab,Living Area Source: Assessor,Property Age: 21,"Property Condition: Repairs Cosmetic, Termite Clearance",Roof: Composition,Levels or Stories: One,Building Total Stories: 1,Year Built Source: Public Records,Architectural Style: Single Family Residence,Electric: 220 Volts in Laundry,Sewer: Public Sewer,Cable Available,Electricity Available,Natural Gas Available,Phone Available,Sewer Connected,Water Available,Water Source: Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
